favicon_url,page_transition_qualifier,title,url,time_usec,client_id
https://www.gstatic.com/translate/favicon.ico,CLIENT_REDIRECT,Google Переводчик,https://translate.google.com.ua/?hl=ru&sl=en&tl=uk&text=eager&op=translate,1745494498984699,/jKyl3v1yRAPHjdJtnIPyr==
https://www.gstatic.com/translate/favicon.ico,CLIENT_REDIRECT,Google Переводчик,https://translate.google.com.ua/?hl=ru&sl=en&tl=uk&text=eager&op=translate,1745494496294720,/jKyl3v1yRAPHjdJtnIPyr==
https://www.gstatic.com/translate/favicon.ico,CLIENT_REDIRECT,Google Переводчик,https://translate.google.com.ua/?hl=ru&sl=en&tl=uk&text=e&op=translate,1745494495092606,/jKyl3v1yRAPHjdJtnIPyr==
